"Species","Type","FMAXE","D","HF","LF","B","SR"
"Arielulus circumdatus","FMQCF",29.494180464007,9.12889766173062,44.6769317822415,26.1681250485308,18.5088067337106,2.0274963549325
"Arielulus circumdatus","FMQCF",29.8993488804512,9.09991016710733,44.4613338914584,26.2639772512667,18.1973566401917,1.99972926172042
"Arielulus circumdatus","FMQCF",28.9862269748077,9.15795659051833,45.5609074696782,27.3651556729056,18.1957517967726,1.98687901792541
"Arielulus circumdatus","FMQCF",28.2235363226458,9.05460603271236,44.7877608305658,26.5945686649248,18.193192165641,2.00927484861439
"Arielulus circumdatus","FMQCF",28.5209240855724,9.15324598622133,45.013285325456,27.0756720833197,17.9376132421362,1.9596996813085
"Arielulus circumdatus","FMQCF",29.5646012516767,9.06342219637332,44.4606256625499,26.8043199905843,17.6563056719656,1.94808376895768
"Arielulus circumdatus","FMQCF",28.31872154475,9.05697968789932,45.2678211201797,26.7491071617879,18.5187139583918,2.04468979687941
"Arielulus circumdatus","FMQCF",29.6849018016905,9.07326029633728,45.7345733224298,27.6510342389993,18.0835390834305,1.9930585580941
"Arielulus circumdatus","FMQCF",28.2561113152727,9.05939615803395,45.2708981079864,26.8067385323994,18.4641595755871,2.03812254740763
"Arielulus circumdatus","FMQCF",29.7326293115579,9.03641016210054,44.6676834026235,27.1710895959005,17.4965938067231,1.93623280626473
"Arielulus circumdatus","FMQCF",29.5449760987498,9.09892577074093,45.5514902221854,26.3054107383542,19.2460794838312,2.11520348321998
"Arielulus circumdatus","FMQCF",29.3721698152907,9.06455915189904,44.2760867589037,27.0162031522669,17.2598836066368,1.9041062358803
"Arielulus circumdatus","FMQCF",28.9646237253286,9.10852091192824,45.6899756356958,26.3949231424086,19.2950524932872,2.11835189048301
"Arielulus circumdatus","FMQCF",28.6179068827145,9.14826932988685,44.9377181251417,26.4965633901484,18.4411547349933,2.01580802554065
"Arielulus circumdatus","FMQCF",28.7784519976079,9.07957765000497,44.5697070253897,27.5368737189747,17.0328333064149,1.87594995747469
"Arielulus circumdatus","FMQCF",28.9786742583923,9.18753767331687,45.103617872193,26.6970475970484,18.4065702751446,2.00342800537323
"Arielulus circumdatus","FMQCF",29.2111664529033,9.19478625363295,45.1970133027877,25.8851522274964,19.3118610752913,2.10030560173827
"Arielulus circumdatus","FMQCF",28.4557344720773,9.17766658795622,44.4414453698206,26.0046603118718,18.4367850579488,2.00887500992281
"Arielulus circumdatus","FMQCF",28.9025631633662,9.06182891253007,44.9849957172643,27.4511622057945,17.5338335114698,1.93491111791189
"Arielulus circumdatus","FMQCF",28.1538252279237,9.14368996970911,45.5712406691979,26.5186230663858,19.052617602812,2.08369024605262
"Arielulus circumdatus","FMQCF",29.3860553976223,9.00733646216427,45.1565356762964,27.1405307927817,18.0160048835146,2.00014787492304
"Arielulus circumdatus","FMQCF",28.7050150146782,9.12300429988277,44.845142259344,27.5690472230963,17.2760950362477,1.89368485077549
"Arielulus circumdatus","FMQCF",29.8483606444746,9.02769744369757,44.5238611666369,26.2596562660947,18.2642049005422,2.02312993035592
"Arielulus circumdatus","FMQCF",29.1329000338987,9.05827273700011,44.4401826891932,27.6537161937632,16.78646649543,1.85316417189148
"Arielulus circumdatus","FMQCF",28.6502386138849,9.02129803743769,44.7519913153607,26.3442835377246,18.407707777636,2.04047219161206
"Arielulus circumdatus","FMQCF",28.6040918601751,9.13813411515762,45.5020229961607,26.5959998865329,18.9060231096278,2.06891504013582
"Arielulus circumdatus","FMQCF",29.4500758753233,9.12079410456677,45.1704831650364,26.1765915940233,18.9938915710132,2.08248222175117
"Arielulus circumdatus","FMQCF",29.153513339635,9.06584994924811,45.689826693933,26.1473755750522,19.5424511188808,2.15561157842697
"Arielulus circumdatus","FMQCF",29.020416384384,9.07839836698581,44.3965893146466,26.0006102582157,18.3959790564309,2.02634631272947
"Arielulus circumdatus","FMQCF",29.5236284651868,9.15136999060956,44.6480746027897,27.6488432788938,16.9992313238959,1.85756136418255
"Arielulus circumdatus","FMQCF",28.8055846507736,9.07703337419403,45.0804875675473,27.103623148305,17.9768644192423,1.98047794672106
"Arielulus circumdatus","FMQCF",29.7442754258476,9.12485447299291,44.0895928191836,26.8403956389703,17.2491971802133,1.89035312631739
"Arielulus circumdatus","FMQCF",28.4488057608791,9.04405994686854,45.2112611030112,27.4902271388747,17.7210339641365,1.95941137810264
"Arielulus circumdatus","FMQCF",29.4506705611087,9.09548527744223,45.2019371810253,27.1729538857654,18.0289832952599,1.98219036646387
"Arielulus circumdatus","FMQCF",29.5672550395206,9.10031469503042,44.2460381482612,26.7620693713143,17.4839687769468,1.92124880983452
"Arielulus circumdatus","FMQCF",29.0003122014999,9.19445262273398,45.5556159392814,26.6251353935987,18.9304805456828,2.05890239717759
"Arielulus circumdatus","FMQCF",28.1481467059888,9.03187464323451,45.7503822530504,26.3323277256168,19.4180545274335,2.14994730268748
"Arielulus circumdatus","FMQCF",27.9617365270928,9.09867756005001,44.4528552983771,27.19558383177,17.2572714666072,1.89667908909966
"Arielulus circumdatus","FMQCF",28.6836825989261,9.08786851327491,45.6928543039481,27.4043529380761,18.288501365872,2.01240822742511
"Arielulus circumdatus","FMQCF",27.9961542457417,9.14366686187309,45.1156026991899,26.4442045067154,18.6713981924745,2.0420033313254
"Arielulus circumdatus","FMQCF",29.798932363566,9.11418029737283,44.7757738568704,27.6440210261099,17.1317528307605,1.87968114210981
"Arielulus circumdatus","FMQCF",27.9925545084365,9.12556360244375,45.6934180223267,27.4795850066185,18.2138330157082,1.99591321798805
"Arielulus circumdatus","FMQCF",29.3889872844405,9.14783017003533,45.5611348185572,26.7406530587651,18.8204817597921,2.05737113719498
"Arielulus circumdatus","FMQCF",29.293822635252,9.05490965486129,45.7482648762758,25.9188766165353,19.8293882597405,2.18990459491716
"Arielulus circumdatus","FMQCF",29.7333804423064,9.15794798710008,45.7080272688414,26.0222792255409,19.6857480433005,2.14958067801105
"Arielulus circumdatus","FMQCF",28.126140358679,9.1689905309267,45.6927541811834,26.385294600641,19.3074595805424,2.10573448793725
"Arielulus circumdatus","FMQCF",29.3663895165622,9.13790476868485,45.0358797126333,26.4503836461991,18.5854960664342,2.0338903213487
"Arielulus circumdatus","FMQCF",29.4202260312699,9.0550088274907,44.8080014112289,27.0616703925371,17.7463310186918,1.95983586065809
"Arielulus circumdatus","FMQCF",28.0558122268952,9.1798611400332,44.660209131043,27.2612082890883,17.3990008419546,1.89534466551764
"Arielulus circumdatus","FMQCF",28.2124520394094,9.03472151869533,45.1734373868327,27.0182856603242,18.1551517265084,2.009486588927
"Arielulus circumdatus","FMQCF",28.8534961611107,9.14197545127568,44.1561134379241,27.6419949543379,16.5141184835862,1.80640590992637
"Arielulus circumdatus","FMQCF",28.070183648549,9.02688390702565,45.3254225860234,27.3191570106611,18.0062655753623,1.99473769252178
"Arielulus circumdatus","FMQCF",29.0670053957105,9.10852726690096,44.5103014801513,25.9105946074888,18.5997068726625,2.04201034126022
"Arielulus circumdatus","FMQCF",29.1837032165453,9.08080369682607,45.7220332399826,26.5215448036507,19.2004884363319,2.11440408551534
"Arielulus circumdatus","FMQCF",27.9101716087274,9.05624766663273,44.2738980833325,27.7162167902753,16.5576812930572,1.82831586574902
"Arielulus circumdatus","FMQCF",29.3919429474585,9.07570855842528,44.5354496069136,27.3765152681336,17.15893433878,1.8906440448499
"Arielulus circumdatus","FMQCF",28.7852201776654,9.05412452487831,45.4336486855406,26.0164077088885,19.4172409766521,2.14457410247658
"Arielulus circumdatus","FMQCF",27.9996622584835,9.17794192323086,44.0872036624584,26.5721821102962,17.5150215521622,1.90838226027872
"Arielulus circumdatus","FMQCF",28.732858234372,9.18344311506112,45.2741703424486,27.0895234917007,18.1846468507479,1.98015565871199
"Arielulus circumdatus","FMQCF",29.0553755139075,9.12510008180138,44.8983892217162,27.4208034768417,17.4775857448745,1.91533085535476
"Arielulus circumdatus","FMQCF",28.8991823115461,9.07803120647182,45.4833641020465,26.1913560854919,19.2920080165546,2.12513127326563
"Arielulus circumdatus","FMQCF",27.9965108440332,9.12051226749641,45.4275945225614,26.8495682969406,18.5780262256208,2.03694986429973
"Arielulus circumdatus","FMQCF",29.7749940616153,9.10455629445237,44.5146570448647,26.5657078747354,17.9489491701293,1.97142492062639
"Arielulus circumdatus","FMQCF",29.2845606098957,9.16088667606559,45.7556078998256,26.6220083937697,19.1335995060559,2.0886187312027
"Arielulus circumdatus","FMQCF",29.6693421269841,9.09229977295359,44.7850345983985,27.5105184938475,17.274516104551,1.89990613331256
"Arielulus circumdatus","FMQCF",29.1063269305117,9.1901619212385,45.5695331707481,27.6576913360223,17.9118418347257,1.94902353062261
"Arielulus circumdatus","FMQCF",29.3778308856376,9.09228105490652,44.1583762453753,27.7515128001288,16.4068634452465,1.8044826536013
"Arielulus circumdatus","FMQCF",29.0051106995046,9.11000722340864,44.7877546433243,26.3848160479866,18.4029385953377,2.02007947348828
"Arielulus circumdatus","FMQCF",28.217862847548,9.09061599361335,45.7627319200779,25.8993160936698,19.8634158264081,2.18504618832907
"Arielulus circumdatus","FMQCF",29.0713172758073,9.11748466730674,45.1649755487102,27.0447393555842,18.120236193126,1.98741614100006
"Arielulus circumdatus","FMQCF",28.5440335569978,9.09446250965443,45.6970332549769,26.7894605987422,18.9075726562346,2.07902035289748
"Arielulus circumdatus","FMQCF",29.0593368656076,9.12726980947514,44.2700372157502,27.7227395062983,16.5472977094519,1.81295152382522
"Arielulus circumdatus","FMQCF",29.4158265737891,9.19362802222927,44.8572848249111,27.0631117013,17.7941731236111,1.93548978494524
"Arielulus circumdatus","FMQCF",28.8031045615748,9.1320179169215,44.8249621457304,26.4633417355545,18.3616204101759,2.01068598169875
"Arielulus circumdatus","FMQCF",28.3061871643253,9.14150699886118,45.4685523799504,26.1680095142402,19.3005428657103,2.11130865710814
"Arielulus circumdatus","FMQCF",28.8830243677907,9.14048254998957,45.0314937905292,27.1616899201363,17.8698038703929,1.95501755762482
"Arielulus circumdatus","FMQCF",28.9423818204626,8.99992812784945,45.6307318136911,27.0570833122075,18.5736485014836,2.06375520311203
"Arielulus circumdatus","FMQCF",29.6528445261605,9.08099239162725,44.9878574773553,27.3422373358808,17.6456201414745,1.94313786208475
"Arielulus circumdatus","FMQCF",28.2774213629849,9.09180905266289,45.68599111269,27.684774092184,18.001217020506,1.97993786673661
"Arielulus circumdatus","FMQCF",28.5277819580473,9.176235252168,45.5367368269595,26.511047479482,19.0256893474776,2.07336547338218
"Arielulus circumdatus","FMQCF",29.0896184046827,9.05036984022331,44.8061882095295,26.5518986631833,18.2542895463462,2.01696614266714
"Arielulus circumdatus","FMQCF",28.8035622223355,9.09867190398832,44.2188137109275,27.4132646389954,16.8055490719321,1.84703319883043
"Arielulus circumdatus","FMQCF",28.3215284611173,9.09863893386532,44.7691479870933,26.6766269591354,18.0925210279579,1.98848653732342
"Arielulus circumdatus","FMQCF",28.9767974562086,9.04779392789674,45.1527634682949,27.3192921991177,17.8334712691772,1.9710297793357
"Arielulus circumdatus","FMQCF",28.7604183683246,9.1619341779649,44.8550292929518,25.9003297698401,18.9546995231117,2.0688534926063
"Arielulus circumdatus","FMQCF",28.8960385548957,9.11403219622184,44.500380029052,26.5352730278574,17.9651070011947,1.97114807303862
"Arielulus circumdatus","FMQCF",28.8703599533141,9.15379874768291,44.6781781670521,25.919236266771,18.7589419002812,2.0493067869806
"Arielulus circumdatus","FMQCF",29.1649194018058,9.00719400198755,44.3105396726984,27.2148485316612,17.0956911410372,1.89800409953031
"Arielulus circumdatus","FMQCF",29.1777022367418,9.18946771674414,45.8019901244785,27.1412776054531,18.6607125190254,2.03066304754775
"Arielulus circumdatus","FMQCF",29.4247835304663,9.11643777798486,44.3860789948027,26.3121524236813,18.0739265711214,1.98256457305811
"Arielulus circumdatus","FMQCF",28.8677048523054,9.00128113112037,45.6790213930304,26.6433055841081,19.0357158089223,2.11477850004147
"Arielulus circumdatus","FMQCF",29.1121188749634,9.17328901064207,45.5433764053392,26.8019578282438,18.7414185770954,2.04304241972026
"Arielulus circumdatus","FMQCF",29.2254004332311,9.04302905049731,45.302661878604,27.2947771044165,18.0078847741875,1.99135540465804
"Arielulus circumdatus","FMQCF",28.0211612203233,9.11429206558128,43.8454775364022,27.7222778483011,16.1231996881011,1.76900186784533
"Arielulus circumdatus","FMQCF",29.4657135240808,9.13128796002452,43.9935280281003,26.3204621256046,17.6730659024957,1.93544064976002
"Arielulus circumdatus","FMQCF",29.0924331623204,9.02832326881212,45.0839505596901,26.7555091132127,18.3284414464775,2.03010469394601
"Arielulus circumdatus","FMQCF",28.4228525714092,9.0327064992543,44.6693370180088,26.2219528693423,18.4473841486666,2.04228756355468
"Arielulus circumdatus","FMQCF",28.0419762412161,9.10155887768228,44.9448385458323,26.1699226594247,18.7749158864076,2.06282419734109
"Arielulus circumdatus","FMQCF",29.7917571736574,9.14605871091221,44.2932323930669,27.1945113486327,17.0987210444342,1.86951796231458
"Arielulus circumdatus","FMQCF",28.959519506719,9.09520235337873,45.3799656951684,25.9143322936907,19.4656334014776,2.14020894150271
"Arielulus circumdatus","FMQCF",28.0464368977658,9.08985945826021,44.7081200746703,27.7404211575814,16.967698917089,1.8666624049583
"Arielulus circumdatus","FMQCF",28.4621362125576,9.07388225809296,44.6637987551163,26.6214800875351,18.0423186675812,1.98837919144139
"Arielulus circumdatus","FMQCF",29.5240785133168,9.16419077107307,45.5981922807056,26.0254220816024,19.5727701991032,2.13578816592132
"Arielulus circumdatus","FMQCF",28.7417494024225,9.10258695526604,44.0595425675507,26.007975680539,18.0515668870117,1.98312490457105
"Arielulus circumdatus","FMQCF",29.6132959917262,9.18655607729775,45.3183994228835,26.3704007717498,18.9479986511338,2.06257910926587
"Arielulus circumdatus","FMQCF",29.2457647605874,9.02940203367357,44.819252998184,26.0060314356998,18.8132215624842,2.0835512132834
"Arielulus circumdatus","FMQCF",28.4168528582044,9.19052835699727,45.4979023040156,27.2074428873785,18.2904594166371,1.99014231893551
"Arielulus circumdatus","FMQCF",29.8150561710894,9.15585322758739,44.7238076767768,26.6522754531071,18.0715322236697,1.9737682304931
"Arielulus circumdatus","FMQCF",29.0510240120888,9.10859761518982,45.4323614077526,26.6399847583562,18.7923766493964,2.06314708842309
"Arielulus circumdatus","FMQCF",28.5495611031614,9.16156042005491,45.4835395059432,27.2736550925948,18.2098844133484,1.98764005021311
"Arielulus circumdatus","FMQCF",28.4205743133165,9.19340950992514,44.7056973274681,26.95430298035,17.7513943471181,1.93088258800545
"Arielulus circumdatus","FMQCF",29.6662153511383,9.14291808131707,44.1375145088765,26.2876982062772,17.8498163025993,1.95231064566511
"Arielulus circumdatus","FMQCF",28.596967439454,9.08945671018769,45.3387887949008,27.4913697883204,17.8474190065804,1.96352978793293
"Arielulus circumdatus","FMQCF",28.5481744853854,9.1170710275564,45.3957489287364,26.1822759753741,19.2134729533623,2.10741727198236
"Arielulus circumdatus","FMQCF",28.1588509663083,9.08999246970375,44.2771485853824,27.5398586241245,16.7372899612579,1.84128754969182
"Arielulus circumdatus","FMQCF",29.0308784281909,9.10333665010144,45.1888415125082,27.7126079641931,17.4762335483152,1.91976131610165
"Arielulus circumdatus","FMQCF",28.6919486702494,9.09039779078771,44.1358700386132,26.5316758088484,17.6041942297648,1.93657028382246
"Arielulus circumdatus","FMQCF",28.4927179457694,9.18814216336791,44.381731181487,26.1284373004638,18.2532938810232,1.98661422042391
"Arielulus circumdatus","FMQCF",27.9467124229372,9.05168138087352,45.335406127933,26.8686495290786,18.4667565988544,2.0401465564039
"Arielulus circumdatus","FMQCF",28.6527383665629,9.15193858171438,43.8986084718141,26.3655907737739,17.5330176980402,1.91577090924443
"Arielulus circumdatus","FMQCF",28.6549455838352,9.01741507823204,45.1218834794942,26.0319000075288,19.0899834719653,2.11701283642231
"Arielulus circumdatus","FMQCF",29.3868198639788,9.09990277361681,45.2215962401475,26.875956837339,18.3456394028085,2.01602586963871
"Arielulus circumdatus","FMQCF",28.799347352989,9.17675181349364,44.2133281846414,26.1116282458134,18.101699938828,1.97256069540979
"Arielulus circumdatus","FMQCF",29.3638577096239,9.13429010400173,45.1267357907142,26.7846262024432,18.3421095882709,2.00804981880696
"Arielulus circumdatus","FMQCF",28.8747790942974,8.99875644670424,44.4839363559964,27.1474580799878,17.3364782760087,1.9265415592349
"Arielulus circumdatus","FMQCF",28.1353040782809,9.15095314268579,44.424429932225,25.8913556670487,18.5330742651764,2.02526162861948
"Arielulus circumdatus","FMQCF",28.0974905847646,9.0107161207739,45.0694999281201,26.7483401231185,18.3211598050016,2.03326345647077
"Arielulus circumdatus","FMQCF",29.231471352566,9.06685219129172,44.5496420334908,27.0713048910439,17.4783371424469,1.9277183275618
"Arielulus circumdatus","FMQCF",29.7593571234569,9.18364513401498,44.5893900339375,26.5527829013482,18.0366071325894,1.96399216970876
"Arielulus circumdatus","FMQCF",28.4049331646487,9.02377938541208,44.9940658482607,26.4304318328105,18.5636340154502,2.05719058751151
"Arielulus circumdatus","FMQCF",29.1224977572523,9.1298858599886,43.9554051101091,27.4369426348895,16.5184624752197,1.80927371147226
"Arielulus circumdatus","FMQCF",29.8641027913503,9.11299747025219,44.2659337176825,27.4724871593244,16.7934465583581,1.84280162626813
"Arielulus circumdatus","FMQCF",28.9153221261762,9.13508791487289,45.562577115919,26.7628833509699,18.7996937649491,2.05796528069984
"Arielulus circumdatus","FMQCF",28.2979007557109,9.08641789231074,44.7381992522511,26.8447737994321,17.893425452819,1.96924967186036
"Arielulus circumdatus","FMQCF",28.4100218711495,9.11849820345265,45.0180539619993,26.2346233970203,18.783430564979,2.05992589414196
"Arielulus circumdatus","FMQCF",29.6742889427654,9.03769293773544,44.1733762944001,26.7051740277275,17.4682022666725,1.93281652596725
"Arielulus circumdatus","FMQCF",28.1753641057834,9.13936827971225,44.3153162133764,26.6001626977414,17.715153515635,1.93833457340366
"Arielulus circumdatus","FMQCF",28.7131741100997,9.13304661248435,45.1264382126625,26.3742664556667,18.7521717569958,2.05322194801487
"Arielulus circumdatus","FMQCF",28.04335755511,9.15049163346735,43.9188671704265,27.6768410240948,16.2420261463317,1.77498945378274
"Arielulus circumdatus","FMQCF",28.2416209413744,9.18784182925333,44.427196909755,27.5008465585016,16.9263503512534,1.84225530497939
"Arielulus circumdatus","FMQCF",29.2762164713889,9.18139532480013,44.3211033247295,26.9762503642306,17.3448529604989,1.88913039324734
"Arielulus circumdatus","FMQCF",29.2839407648966,9.12411405510825,45.4663119749981,26.419502358669,19.0468096163291,2.08752427921103
"Arielulus circumdatus","FMQCF",27.9284296611398,9.01067509876189,44.3382721711765,25.9929258397497,18.3453463314268,2.03595692113541
"Arielulus circumdatus","FMQCF",29.2569299552664,9.01595255808529,45.6296941988054,27.6954987517275,17.9341954470779,1.98916257949859
"Arielulus circumdatus","FMQCF",28.1052501241751,9.1399522390831,44.7996291765827,27.7231786425874,17.0764505339953,1.86833039028095
"Arielulus circumdatus","FMQCF",29.3186159998253,9.13935566224714,44.9790070132236,27.7835188068166,17.195488206407,1.88147708021016
"Arielulus circumdatus","FMQCF",29.6223053651005,9.02056587111761,45.7476885822485,27.6167975969329,18.1308909853156,2.0099505113496
"Arielulus circumdatus","FMQCF",29.4919027018435,9.13472478116487,45.7808993138257,27.1206215468884,18.6602777669373,2.04278489105807
"Arielulus circumdatus","FMQCF",29.557319281444,9.19614246875603,44.2329577492434,26.3658943700321,17.8670633792113,1.94288675277865
"Arielulus circumdatus","FMQCF",28.6986006016918,9.12209570046139,45.3809963079053,26.5767953882642,18.8042009196411,2.06139044547516
"Arielulus circumdatus","FMQCF",29.5444590722285,9.14782497167212,45.2343642945285,27.0241491238303,18.2102151706982,1.99066064633827
"Arielulus circumdatus","FMQCF",28.2024418649338,9.08570125556176,45.358370029449,27.2259032034963,18.1324668259527,1.99571461970016
"Arielulus circumdatus","FMQCF",29.6753819233812,9.1031718056332,44.5118245082791,26.8828961916916,17.6289283165875,1.93656987838881
"Arielulus circumdatus","FMQCF",28.2027173925266,9.0544899891745,45.7802693835343,27.4762883975819,18.3039809859525,2.02153638778513
"Arielulus circumdatus","FMQCF",28.196503812734,9.08921272425537,45.616717667866,27.6654476046279,17.9512700632381,1.97500824415008
"Arielulus circumdatus","FMQCF",28.9630308303125,9.08244631250014,45.770872750401,27.2091026047893,18.5617701456118,2.04369720524142
"Arielulus circumdatus","FMQCF",29.6710715632029,9.15968487683308,45.3809743310209,26.6218217124879,18.7591526185329,2.04801288153254
"Arielulus circumdatus","FMQCF",28.610537459895,9.0707048166692,44.2200980499271,26.9250925292909,17.2950055206361,1.90668816483292
"Arielulus circumdatus","FMQCF",28.8888649063259,9.11347846311142,45.7845832678373,26.8590042141914,18.9255790536459,2.07665812019536
"Arielulus circumdatus","FMQCF",29.6445187109597,9.05609794335064,44.4460558272782,26.7928198266491,17.6532360006291,1.94932034868183
"Arielulus circumdatus","FMQCF",29.319386102546,9.05462182798979,45.1722089411575,26.2081838383056,18.9640251028518,2.09440277717949
"Arielulus circumdatus","FMQCF",29.6158842400722,9.03456645632719,44.0196296741138,27.4716014315091,16.5480282426047,1.83163501232709
"Arielulus circumdatus","FMQCF",29.3095044864416,9.10020565014888,43.8210975589114,26.0853307636172,17.7357667952943,1.94894131815627
"Arielulus circumdatus","FMQCF",29.4653186149038,9.16210970339921,44.4595519291121,27.7516810137495,16.7078709153625,1.82358337285176
"Arielulus circumdatus","FMQCF",29.2162246045731,9.14950037418489,44.8461344652693,26.4863007830173,18.359833682252,2.00664877112349
"Arielulus circumdatus","FMQCF",29.3088766991235,9.15195284780671,45.325825462665,26.1511602185383,19.1746652441266,2.09514467163387
"Arielulus circumdatus","FMQCF",29.8392285800613,9.12199521028993,45.0908031231607,26.4750175483242,18.6157855748366,2.0407580957549
"Arielulus circumdatus","FMQCF",29.5512414712533,9.14812409301844,44.160996573593,26.3086030062005,17.8523935673925,1.95148135135343
"Arielulus circumdatus","FMQCF",28.9109975447021,9.07379466054586,45.1723161242786,27.796891713766,17.3754244105126,1.91490165476891
"Arielulus circumdatus","FMQCF",28.4299109031521,9.10156169581783,44.4726094571757,27.6889715015605,16.7836379556152,1.84403935462277
"Arielulus circumdatus","FMQCF",28.9121164160855,9.06625971292701,45.1980316271889,25.8322484821729,19.365783145016,2.13602783928675
"Arielulus circumdatus","FMQCF",28.2986908073612,9.02086998598275,44.3023727043416,27.2632075429611,17.0391651613805,1.88886051875896
"Arielulus circumdatus","FMQCF",29.7123983151354,9.15329267263037,44.9342922005686,27.3218184744656,17.612473726103,1.92416809513442
"Arielulus circumdatus","FMQCF",27.929363100145,9.10781024779749,43.9948889953899,26.9136887381501,17.0812002572398,1.87544533675045
"Arielulus circumdatus","FMQCF",28.2221466012374,9.06471329910305,44.1146665877546,27.3699922186971,16.7446743690576,1.84723706272259
"Arielulus circumdatus","FMQCF",28.5208415140472,9.1358326825462,44.9990201556008,26.0682042718582,18.9308158837426,2.07215002086339
"Arielulus circumdatus","FMQCF",29.0049912839271,9.17858444728513,45.0217278847355,26.383644799953,18.6380830847825,2.03060539365581
"Arielulus circumdatus","FMQCF",28.8451510116532,9.05734429710169,45.6995367324795,26.2077912541755,19.491745478304,2.1520375994254
